Name,LGSmell,SSSmell,ConstantsSmell,LOFCSmell,CUSmell,NOFC,MAXNOFC,LOFC,ProjectLOC,NOCU
"__W32API_MAJOR_VERSION",7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
"__W32API_MINOR_VERSION",7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
mblen,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
HAVE_LANGINFO_H,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
HAVE_NL_LANGINFO_CODESET,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
DYNAMIC_MSVCRT_DLL,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
mch_errmsg,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
mch_msg,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
"__WIN32__",7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
vim_strpbrk,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
USE_WDDUMP,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
POUND,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
ONE_CLIPBOARD,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
Window,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
DOS_LIBRARY,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
display_errors,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
VIETNAMESE_CHARSET,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
CLEARTYPE_QUALITY,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
ANTIALIASED_QUALITY,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
NONANTIALIASED_QUALITY,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
PROOF_QUALITY,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
DRAFT_QUALITY,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
SMACK_LABEL_LEN,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
SIGWINDOW,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
SIG_ERR,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
SIGILL,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
SIGTRAP,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
SIGABRT,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
SIGEMT,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
SIGFPE,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
SIGBUS,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
SIGSEGV,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
SIGSYS,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
SIGVTALRM,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
SIGPROF,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
WE_ARE_PROFILING,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
SIGXCPU,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
SIGXFSZ,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
ECHOE,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
ICANON,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
HAVE_SYS_SYSCTL_H,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
MAC_OS_X_VERSION_10_9,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
SIGSTKSZ,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
HAVE_XUTF8SETWMPROPERTIES,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
HAVE_SYS_SYSTEMINFO_H,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
HAVE_SYS_ACL_H,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
HAVE_SYS_ACCESS_H,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
IEXTEN,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
ONLCR,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
TIOCSETN,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
RTLD_LOCAL,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
ENABLE_VIRTUAL_TERMINAL_PROCESSING,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
VER_PLATFORM_WIN32_WINDOWS,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
PROTECTED_DACL_SECURITY_INFORMATION,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
ICON_SMALL,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
ICON_BIG,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
libintl_wputenv,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
HAVE_SYS_IOCTL_H,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
HAVE_UNISTD_H,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
HAVE_SYS_STREAM_H,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
TIOCEXCL,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
"_INCLUDE_HPUX_SOURCE",7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
PTYRANGE0,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
PTYRANGE1,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
TIOCFLUSH,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
HAVE_TERMCAP_H,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
DEFAULT_TERM,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
HPCON,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
EXTENDED_STARTUPINFO_PRESENT,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
PROC_THREAD_ATTRIBUTE_PSEUDOCONSOLE,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
BEBOX,7.6983924E-5,0.004741175,6.827803E-5,8.705897E-6,0.004672897,1,14646,3,344594,1
SYS_SIGLIST_DECLARED,7.408196E-5,0.004741175,6.827803E-5,5.803932E-6,0.004672897,1,14646,2,344594,1
